,label
48825,0
48826,1
48827,1
48828,0
48829,0
48830,1
48831,1
48832,0
48833,0
48834,0
48835,0
48836,0
48837,0
48838,1
48839,1
48840,1
48841,1
48842,0
48843,1
48844,1
48845,0
48846,0
48847,0
48848,1
48849,0
48850,0
48851,0
48852,0
48853,0
48854,0
48855,0
48856,1
48857,1
48858,1
48859,0
48860,1
48861,0
48862,1
48863,1
48864,0
48865,1
48867,0
48868,0
48869,0
48870,1
48871,1
48872,1
48873,0
48874,1
48875,1
48876,0
48877,0
48878,0
48879,0
48880,1
48881,0
48882,0
48883,1
48884,1
48885,0
48886,0
48887,0
48888,1
48889,1
48890,1
48892,1
48893,0
48894,1
48895,1
48896,1
48897,1
48898,0
48899,1
48900,1
48901,1
48902,1
48903,1
48904,1
48905,0
48906,0
48907,1
48908,0
48909,1
48910,1
48911,1
48912,0
48913,1
48914,0
48915,1
48916,0
48917,1
48918,0
48919,1
48920,1
48921,0
48922,0
48923,1
48924,0
48925,1
48926,0
48927,0
48928,1
48929,0
48930,1
48931,0
48932,1
48934,1
48935,1
48936,1
48937,0
48938,1
48939,0
48940,1
48941,0
48942,0
48943,0
48944,1
48945,1
48946,1
48947,0
48948,0
48949,1
48950,1
48951,1
48952,0
48953,0
48955,1
48956,0
48957,1
48958,0
48959,0
48960,0
48961,0
48962,1
48963,0
48964,1
48965,0
48966,1
48967,0
48968,0
48969,1
48970,0
48971,0
48972,1
48973,1
48974,1
48975,1
48976,1
48977,1
48978,0
48979,1
48980,1
48981,1
48982,1
48983,0
48984,0
48985,0
48986,0
48987,1
48988,1
48990,0
48991,1
48992,1
48993,1
48994,0
48995,1
48996,0
48997,1
48998,0
48999,1
49000,1
49001,1
49002,0
49003,0
49004,1
49005,0
49006,1
49007,1
49008,0
49009,0
49010,1
49011,0
49012,1
49013,0
49014,1
49015,1
49016,0
49017,1
49018,1
49019,1
49020,1
49021,0
49022,1
49023,1
49024,0
49025,1
49026,1
49027,0
49028,1
49029,0
49030,1
49031,1
49032,0
49033,1
49034,0
49035,0
49036,0
49037,1
49038,1
49039,0
49040,0
49041,0
49042,0
49043,1
49044,1
49045,1
49046,0
49047,1
49048,1
49049,1
49050,1
49051,1
49052,1
49053,0
49054,1
49055,0
49056,0
49057,1
49058,0
49059,0
49060,0
49061,1
49062,0
49063,0
49064,1
49065,0
49066,1
49067,0
49068,0
49069,1
49070,0
49071,0
49072,0
49073,1
49074,1
49075,1
49076,0
49077,0
49078,1
49079,1
49080,1
49081,0
49082,1
49083,0
49084,1
49085,1
49086,1
49087,1
49088,1
49089,1
49090,1
49091,1
49092,1
49093,1
49094,0
49095,1
49096,1
49097,1
49098,1
49099,1
49100,1
49101,0
49102,1
49103,1
49104,1
49105,0
49106,0
49107,0
49108,0
49109,0
49110,1
49111,0
49112,0
49113,1
49114,1
49115,0
49116,1
49117,0
49118,0
49119,0
49120,0
49121,1
49122,1
49123,1
49124,1
49125,1
49126,0
49127,0
49128,0
49129,1
49130,0
49131,0
49132,0
49133,0
49134,0
49135,1
49136,1
49137,1
49138,1
49139,1
49140,0
49141,1
49142,1
49143,1
49144,0
49145,0
49146,0
49147,1
49148,1
49149,1
49150,0
49151,0
49152,1
49153,0
49154,1
49155,0
49156,1
49157,1
49158,1
49159,0
49160,1
49162,0
49163,1
49164,1
49165,1
49166,0
49167,1
49168,0
49169,1
49170,1
49171,0
49172,0
49173,1
49174,1
49175,0
49176,1
49177,1
49178,1
49179,1
49180,0
49181,0
49182,0
49183,0
49184,0
49185,1
49186,1
49187,0
49188,0
49189,1
49190,0
49191,1
49192,0
49193,0
49194,0
49195,0
49196,0
49197,1
49198,0
49199,1
49200,1
49201,1
49202,1
49203,1
49204,1
49206,1
49207,1
49208,0
49209,1
49210,1
49211,1
49212,1
49213,1
49214,0
49215,0
49216,0
49217,1
49218,1
49219,1
49220,1
49221,0
49222,1
49223,1
49224,1
49225,1
49226,0
49227,0
49228,0
49229,1
49230,1
49231,1
49232,0
49233,1
49234,1
49235,1
49236,1
49237,0
49238,0
49239,0
49240,1
49241,1
49242,1
49243,0
49244,0
49245,1
49246,0
49247,0
49248,0
49249,0
49250,1
49251,0
49252,1
49253,1
49254,1
49255,1
49256,1
49257,0
49258,0
49261,1
49262,1
49263,1
49264,0
49265,0
49266,0
49267,1
49268,1
49269,1
49270,0
49271,0
49272,0
49273,1
49274,0
49275,0
49276,1
49277,1
49278,1
49279,1
49280,1
49281,1
49282,0
49283,0
49284,1
49285,1
49286,1
49287,0
49288,1
49289,0
49290,1
49291,1
49292,1
49293,1
49294,1
49295,1
49296,0
49297,1
49298,1
49299,0
49300,0
49301,0
49303,0
49304,0
49305,1
49306,0
49307,0
49308,1
49309,0
49310,0
49312,0
49313,0
49314,0
49315,0
49316,0
49317,1
49318,1
49319,1
49320,0
49321,1
49322,1
49323,1
49324,0
49325,0
49326,0
49327,1
49328,0
49329,0
49330,0
49331,1
49332,1
49333,0
49334,0
49335,0
49336,0
49337,0
49338,1
49339,1
49340,1
49341,1
49342,1
49343,0
49344,0
49345,1
49346,1
49347,0
49348,0
49349,0
49350,0
49351,0
49352,1
49353,1
49354,1
49355,0
49356,0
49357,0
49358,1
49359,0
49360,1
49361,0
49362,1
49363,1
49364,1
49365,0
49366,1
49367,1
49368,0
49369,0
49370,1
49371,0
49372,1
49373,0
49374,0
49375,0
49376,1
49377,1
49378,0
49379,1
49380,1
49381,1
49382,1
49383,1
49384,1
49385,0
49386,0
49387,0
49388,1
49389,0
49390,0
49391,1
49392,0
49393,0
49394,0
49395,1
49396,0
49397,1
49398,1
49399,0
49400,0
49401,1
49402,1
49403,1
49404,1
49405,1
49406,1
49407,1
49408,1
49409,0
49410,0
49411,1
49412,0
49413,0
49414,0
49415,1
49416,0
49417,1
49418,0
49419,1
49420,1
49421,1
49422,0
49423,1
49424,0
49425,0
49426,1
49427,0
49428,0
49429,0
49430,0
49431,1
49432,0
49433,0
49434,0
49435,1
49436,1
49437,0
49438,0
49439,1
49440,1
49442,0
49443,0
49444,0
49445,0
49446,0
49447,0
49448,0
49449,0
49450,1
49451,0
49452,1
49453,0
49454,0
49455,0
49456,1
49457,0
49458,0
49459,1
49460,0
49461,1
49462,0
49463,1
49464,1
49465,0
49466,1
49467,1
49468,1
49469,0
49470,0
49471,0
49472,0
49473,1
49474,1
49475,0
49476,1
49477,0
49478,0
49479,1
49480,0
49481,0
49482,0
49483,1
49484,0
49485,0
49486,0
49487,1
49488,0
49489,0
49490,1
49491,1
49492,1
49493,0
49494,1
49495,1
49496,1
49497,1
49498,0
49499,0
49500,1
49501,1
49502,0
49503,0
49504,1
49505,0
49506,1
49507,0
49508,1
49510,0
49511,0
49512,0
49513,1
49514,0
49515,1
49516,1
49517,0
49518,1
49519,0
49520,1
49521,0
49522,0
49523,1
49524,1
49525,0
49526,0
49527,0
49528,0
49529,0
49530,0
49531,0
49532,1
49533,0
49534,1
49535,1
49536,0
49537,1
49538,1
49539,0
49540,0
49541,1
49542,0
49543,1
49544,1
49545,1
49546,0
49547,0
49548,0
49549,1
49550,0
49551,1
49552,1
49553,1
49554,1
49555,0
49556,1
49557,1
49558,0
49559,1
49560,1
49561,0
49562,0
49563,0
49564,0
49565,0
49566,1
49567,0
49568,1
49569,1
49570,1
49571,0
49572,1
49573,0
49574,0
49575,0
49576,1
49577,1
49578,1
49579,1
49580,1
49581,0
49582,0
49583,1
49584,1
49585,1
49586,0
49587,0
49588,0
49589,1
49590,1
49591,0
49592,1
49593,0
49594,0
49595,0
49596,0
49597,0
49598,0
49599,0
49600,0
49601,1
49602,0
49603,1
49604,1
49605,0
49606,0
49607,1
49608,1
49609,0
49610,0
49611,1
49612,1
49613,0
49614,1
49615,1
49616,1
49617,1
49618,0
49619,0
49620,1
49621,1
49622,1
49623,1
49624,1
49625,1
49626,0
49627,0
49628,0
49629,0
49630,0
49631,1
49632,1
49633,1
49635,0
49636,0
49637,1
49638,0
49639,0
49640,1
49641,1
49642,1
49643,1
49644,1
49645,0
49646,0
49647,0
49648,0
49649,0
49650,1
49651,1
49652,1
49653,1
49654,1
49655,0
49656,1
49657,0
49658,0
49659,0
49660,0
49661,0
49662,1
49663,1
49664,1
49665,0
49666,0
49667,1
49668,0
49669,0
49670,1
49671,0
49672,0
49673,1
49674,1
49675,1
49676,1
49677,1
49678,1
49680,0
49681,0
49682,1
49683,1
49684,0
49685,0
49686,1
49687,0
49688,1
49689,0
49690,1
49691,0
49692,1
49693,1
49694,1
49695,1
49696,1
49697,0
49698,1
49699,0
49700,0
49701,1
49702,0
49703,0
49704,1
49705,0
49706,0
49707,0
49708,0
49709,0
49710,0
49711,1
49712,0
49713,1
49714,0
49715,1
49716,0
49717,0
49718,0
49719,1
49720,0
49721,0
49722,0
49723,1
49724,1
49725,1
49726,0
49727,0
49728,0
49729,1
49730,0
49731,1
49732,1
49733,1
49734,0
49735,1
49736,0
49737,1
49738,0
49739,1
49740,0
49741,0
49742,0
49743,1
49744,0
49745,0
49746,1
49747,0
49748,1
49749,0
49750,1
49751,1
49752,1
49753,1
49754,1
49755,1
49756,1
49757,0
49758,0
49759,0
49760,0
49761,0
49762,0
49763,1
49765,1
49766,0
49767,0
49768,1
49769,0
49770,0
49771,1
49772,1
49773,1
49774,1
49775,0
49776,1
49777,0
49778,1
49779,1
49780,1
49781,1
49782,0
49783,1
49784,1
49785,1
49786,0
49787,1
49788,0
49789,1
49790,1
49791,0
49792,0
49793,0
49794,1
49795,0
49796,1
49797,0
49798,1
49799,1
49800,0
49801,0
49802,1
49803,0
49804,1
49805,0
49806,0
49807,1
49808,0
49809,1
49810,1
49811,1
49812,0
49813,1
49814,1
49815,0
49816,0
49817,0
49818,0
49819,1
49820,1
49821,0
49822,1
49823,1
49824,1
49825,1
49826,1
49827,1
49828,1
49829,0
49831,0
49832,1
49833,1
49834,0
49835,1
49836,1
49837,0
49838,1
49839,0
49840,1
49841,1
49842,1
49843,0
49844,1
49845,1
49846,0
49847,1
49848,0
49850,0
49851,1
49852,1
49853,1
49854,1
49855,0
49856,1
49857,0
49858,1
49859,1
49860,0
49861,0
49862,1
49863,1
49864,0
49865,1
49866,0
49867,0
49868,0
49869,0
49870,1
49871,0
49872,1
49873,0
49874,0
49875,1
49876,0
49877,1
49878,1
49879,0
49880,0
49881,1
49882,1
49883,0
49884,0
49885,1
49886,0
49887,0
49888,1
49889,1
49890,1
49891,1
49892,0
49893,1
49894,0
49895,0
49896,0
49897,0
49898,0
49899,0
49901,0
49902,1
49903,0
49904,1
49905,0
49906,1
49907,1
49909,1
49910,0
49911,1
49912,0
49913,1
49914,0
49915,1
49916,1
49917,1
49918,0
49919,1
49920,1
49921,1
49922,0
49923,0
49924,1
49925,1
49926,1
49927,1
49928,0
49929,1
49930,0
49931,0
49932,0
49933,1
49934,1
49935,1
49936,0
49937,1
49938,1
49939,1
49940,0
49941,0
49942,1
49943,0
49944,0
49945,1
49946,1
49947,0
49948,0
49949,0
49950,1
49951,0
49952,0
49953,1
49954,0
49955,1
49956,1
49957,1
49958,0
49959,0
49960,1
49961,1
49962,1
49963,0
49964,1
49965,1
49966,0
49967,0
49968,0
49969,1
49970,0
49971,0
49972,1
49973,0
49974,1
49975,0
49976,0
49977,0
49978,0
49979,0
49980,0
49981,0
49982,0
49983,1
49984,0
49985,1
49986,1
49988,1
49989,1
49990,0
49991,1
49992,0
49993,0
49994,0
49995,1
49996,0
49997,0
49998,1
49999,1
50000,0
50001,1
50002,1
50003,0
50004,0
50005,0
50006,1
50007,1
50008,1
50009,0
50010,1
50011,0
50012,0
50013,0
50014,1
50015,1
50016,1
50017,1
50018,1
50019,1
50020,1
50021,1
50022,0
50023,0
50024,0
50025,0
50026,1
50027,0
50028,1
50029,0
50030,1
50031,1
50032,0
50033,0
50034,1
50035,1
50036,1
50037,0
50038,0
50039,0
50040,1
50041,1
50042,0
50043,0
50044,0
50045,0
50046,0
50047,1
50048,1
50049,1
50050,1
50051,0
50052,1
50054,1
50055,0
50056,0
50057,1
50058,1
50059,1
50060,0
50061,0
50062,1
50063,1
50064,1
50065,0
50066,1
50067,1
50068,0
50069,0
50070,0
50071,1
50072,0
50073,1
50074,0
50075,1
50076,0
50077,0
50078,1
50079,0
50080,1
50081,1
50082,0
50083,1
50084,0
50085,0
50086,1
50087,1
50088,0
50089,1
50090,1
50091,1
50092,1
50093,1
50094,1
50095,1
50096,1
50097,1
50098,0
50099,1
50100,1
50101,0
50102,0
50103,0
50104,1
50105,1
50106,1
50107,0
50108,1
50109,1
50110,0
50111,0
50113,1
50114,1
50116,0
50117,1
50118,0
50119,1
50120,0
50121,0
50122,1
50123,1
50124,1
50125,0
50126,0
50127,1
50128,1
50129,1
50130,1
50131,0
50132,0
50133,0
50134,0
50135,1
50136,1
50138,1
50139,1
50140,0
50141,1
50142,0
50143,0
50144,0
50145,0
50146,0
50147,1
50148,1
50149,0
50150,0
50151,0
50152,1
50153,0
50154,1
50155,0
50156,0
50157,1
50158,1
50159,1
50160,1
50161,1
50162,0
50163,1
50164,1
50165,0
50166,1
50167,0
50168,1
50169,1
50170,1
50171,0
50172,1
50173,1
50174,1
50175,1
50176,1
50177,1
50178,1
50179,1
50181,0
50182,1
50183,0
50184,0
50185,0
50186,0
50187,0
50188,1
50189,1
50190,1
50191,0
50192,1
50193,0
50194,1
50195,1
50196,0
50197,0
50198,0
50199,0
50200,0
50201,0
50202,0
50203,0
50204,1
50205,0
50206,0
50207,1
50208,1
50209,1
50210,1
50211,1
50212,0
50213,0
50214,1
50215,0
50216,0
50217,1
50218,0
50219,0
50220,0
50221,0
50223,1
50224,0
50225,1
50226,1
50227,0
50228,0
50229,0
50230,1
50231,1
50232,1
50233,0
50234,1
50235,1
50236,0
50237,1
50238,1
50239,0
50240,1
50241,1
50242,0
50243,0
50244,0
50245,1
50246,0
50247,1
50248,0
50249,1
50250,1
50251,1
50252,0
50253,1
50254,0
50255,1
50256,1
50257,0
50258,1
50259,1
50260,0
50261,0
50262,0
50263,0
50264,0
50265,0
50266,1
50268,0
50269,0
50270,1
50271,1
50272,0
50273,1
50274,1
50275,1
50276,1
50279,0
50280,1
50281,1
50282,1
50283,1
50284,1
50285,1
50286,1
50287,0
50288,1
50289,0
50290,0
50291,1
50292,0
50293,1
50294,0
50295,1
50296,1
50297,0
50298,1
50299,0
50300,0
50301,1
50302,0
50303,0
50304,0
50305,0
50306,1
50307,1
50308,1
50309,1
50310,1
50311,0
50312,1
50313,0
50314,0
50315,0
50317,0
50318,1
50319,0
50320,1
50321,0
50322,0
50323,0
50324,0
50325,1
50326,1
50327,0
50328,1
50329,1
50330,0
50331,1
50332,1
50333,1
50334,0
50335,1
50336,0
50337,0
50338,1
50339,1
50340,0
50341,1
50342,1
50343,0
50344,0
50345,0
50346,1
50347,1
50348,0
50349,0
50350,1
50351,1
50352,0
50353,1
50354,1
50355,0
50356,0
50357,1
50358,0
50360,0
50361,1
50362,0
50363,1
50364,1
50365,0
50366,1
50367,1
50368,0
50369,0
50370,0
50371,1
50372,0
50373,1
50374,0
50375,0
50376,1
50377,0
50378,0
50379,1
50380,0
50381,0
50382,0
50383,1
50384,1
50385,0
50386,1
50387,1
50388,0
50389,1
50390,0
50391,1
50392,1
50393,0
50394,1
50395,1
50396,1
50397,0
50398,0
50399,0
50400,0
50401,0
50402,1
50403,1
50404,0
50405,0
50406,1
50407,1
50408,0
50409,1
50410,0
50411,0
50412,1
50413,0
50414,1
50415,0
50416,1
50417,0
50418,0
50419,0
50420,0
50421,1
50422,1
50423,0
50424,0
50425,0
50426,1
50427,0
50428,1
50429,1
50430,0
50431,1
50432,0
50433,1
50434,1
50435,0
50437,0
50438,1
50439,1
50440,0
50441,0
50442,0
50443,0
50444,0
50445,1
50446,1
50447,0
50448,1
50449,0
50450,1
50451,0
50452,1
50453,1
50454,0
50455,0
50456,1
50457,1
50458,0
50459,1
50460,1
50461,1
50462,0
50463,0
50464,0
50465,1
50466,0
50467,0
50468,0
50469,0
50470,0
50471,1
50472,0
50473,1
50474,0
50475,0
50476,0
50477,1
50478,0
50479,1
50480,0
50481,0
50482,0
50483,0
50484,0
50485,0
50486,1
50487,0
50488,1
50489,1
50490,0
50491,0
50492,1
50493,0
50494,0
50495,0
50496,1
50497,1
50498,0
50499,0
50500,0
50501,0
50502,1
50503,0
50504,1
50505,0
50506,1
50508,1
50509,0
50510,1
50511,0
50512,1
50513,0
50514,1
50515,0
50516,1
50517,1
50518,0
50519,1
50520,0
50521,0
50522,1
50523,0
50524,0
50525,0
50526,0
50527,0
50528,1
50529,0
50530,0
50531,0
50532,1
50533,0
50534,0
50535,1
50536,1
50537,1
50538,0
50539,0
50540,0
50541,1
50542,1
50543,1
50544,0
50545,1
50546,0
50547,0
50548,1
50549,1
50550,1
50551,0
50552,0
50553,0
50554,0
50555,1
50556,0
50557,1
50558,1
50559,1
50560,0
50561,1
50562,0
50563,0
50564,1
50565,1
50566,0
50567,0
50568,1
50569,1
50570,1
50571,0
50572,1
50573,1
50574,1
50575,1
50576,0
50577,1
50578,1
50579,0
50580,0
50581,1
50582,1
50583,0
50585,1
50586,1
50587,1
50588,0
50589,1
50590,0
50591,1
50592,1
50593,1
50594,1
50595,1
50596,0
50597,1
50598,0
50599,1
50600,0
50601,1
50602,0
50603,1
50604,1
50606,1
50607,0
50608,0
50609,0
50610,1
50611,1
50612,0
50613,1
50614,0
50615,0
50616,0
50617,0
50618,1
50619,1
50620,0
50621,1
50622,0
50623,0
50624,1
50625,1
50626,1
50627,0
50628,1
50629,1
50630,1
50631,0
50632,0
50633,1
50634,0
50635,1
50636,0
50637,0
50638,1
50639,0
50641,0
50642,0
50643,0
50644,1
50645,0
50646,1
50647,0
50648,1
50650,1
50651,1
50652,0
50653,1
50654,0
50655,0
50656,0
50657,1
50658,0
50659,1
50660,0
50661,1
50662,0
50663,0
50664,1
50665,1
50666,0
50667,0
50668,1
50669,1
50670,1
50671,0
50672,1
50673,1
50674,0
50675,0
50676,0
50677,1
50678,0
50679,1
50680,0
50681,1
50682,0
50683,0
50684,1
50685,1
50686,1
50687,1
50688,1
50689,1
50690,1
50691,1
50692,0
50693,0
50694,0
50695,0
50696,1
50697,1
50698,1
50699,1
50700,0
50701,0
50702,0
50703,1
50704,1
50705,0
50706,0
50707,1
50708,0
50709,0
50710,0
50711,1
50712,0
50713,1
50714,1
50715,1
50716,0
50717,0
50718,0
50719,0
50720,0
50721,1
50722,0
50723,0
50724,1
50725,1
50726,0
50727,1
50728,0
50729,1
50730,0
50731,1
50732,0
50733,1
50734,1
50735,1
50736,1
50737,0
50738,1
50739,0
50740,1
50741,1
50742,1
50743,0
50744,1
50745,0
50746,1
50747,0
50748,1
50749,0
50750,0
50751,0
50752,0
50753,0
50754,0
50755,0
50756,0
50757,0
50758,1
50759,1
50760,0
50761,0
50762,0
50763,0
50764,1
50765,1
50766,0
50767,1
50768,0
50769,0
50770,0
50771,1
50773,0
50774,1
50775,0
50777,1
50778,1
50779,1
50780,1
50781,0
50782,0
50783,1
50785,0
50786,0
50788,0
50789,0
50790,0
50791,1
50792,1
50793,1
50794,0
50795,1
50796,0
50797,0
50798,0
50799,0
50800,0
50801,1
50802,1
50803,0
50804,0
50805,0
50806,0
50807,1
50808,1
50809,0
50811,0
50812,1
50813,1
50814,0
50815,1
50816,1
50817,0
50818,0
50819,0
50820,0
50821,0
50822,0
50823,1
50824,0
50825,0
50826,0
50827,1
50828,0
50829,0
50830,0
50831,1
50832,0
50833,0
50834,0
50835,1
50836,0
50837,1
50838,1
50839,1
50840,0
50841,0
50842,0
50843,1
50844,0
50845,0
50846,1
50847,0
50848,0
50849,0
50850,0
50851,0
50852,1
50853,1
50854,0
50855,0
50856,0
50857,1
50858,0
50859,1
50860,1
50861,0
50862,0
50863,1
50864,1
50865,1
50866,1
50867,0
50868,0
50869,0
50870,0
50871,0
50872,0
50873,1
50874,1
50875,1
50877,0
50879,1
50880,0
50881,0
50882,1
50883,0
50884,1
50885,1
50886,0
50887,1
50888,1
50889,0
50890,0
50891,1
50892,1
50893,0
50894,1
50895,0
50896,1
50897,0
50898,1
50899,1
50900,0
50901,0
50902,1
50903,0
50904,1
50905,1
50906,1
50907,0
50908,0
50909,0
50910,0
50911,1
50912,1
50913,1
50914,1
50915,1
50916,0
50917,0
50919,0
50920,0
50921,1
50922,1
50923,1
50924,0
50925,0
50926,1
50927,0
50928,1
50929,1
50931,0
50932,0
50933,1
50934,0
50935,0
50936,0
50937,0
50938,0
50939,1
50940,1
50941,0
50942,1
50943,1
50944,1
50945,1
50946,0
50947,1
50948,1
50949,0
50950,1
50951,1
50952,1
50953,0
50954,0
50955,1
50956,0
50957,0
50958,0
50959,1
50960,1
50961,0
50962,1
50963,1
50964,1
50965,0
50966,1
50967,1
50968,1
50969,1
50970,1
50971,0
50972,0
50973,1
50974,0
50975,0
50976,0
50977,0
50978,1
50979,0
50980,1
50981,1
50982,0
50983,1
50984,1
50985,0
50986,0
50987,0
50988,1
50989,1
50990,0
50991,0
50992,1
50993,1
50994,1
50995,1
50996,0
50997,0
50998,0
50999,1
51000,0
51001,1
51002,0
51003,0
51004,1
51005,0
51006,1
51007,1
51008,0
51009,0
51010,1
51011,0
51012,0
51013,0
51014,0
51015,0
51016,1
51017,0
51018,0
51019,0
51020,1
51021,1
51022,1
51023,1
51024,0
51025,0
51026,1
51027,1
51028,1
51029,0
51030,1
51031,0
51032,0
51033,1
51034,0
51035,1
51036,1
51037,0
51038,1
51039,0
51040,0
51041,0
51042,0
51043,0
51044,0
51045,1
51046,0
51048,1
51049,1
51050,0
51051,1
51052,0
51053,1
51054,0
51055,0
51056,0
51057,1
51058,1
51059,1
51060,0
51061,0
51062,1
51063,0
51064,0
51065,0
51066,0
51067,0
51068,0
51069,0
51070,1
51071,0
51072,1
51073,0
51074,0
51075,0
51076,1
51077,1
51078,0
51079,1
51080,1
51081,0
51082,1
51083,0
51084,1
51085,1
51086,1
51087,0
51088,1
51089,0
51090,1
51091,0
51092,1
51093,0
51094,1
51095,0
51096,1
51097,0
51098,0
51099,0
51100,1
51101,1
51102,0
51103,0
51104,0
51105,1
51106,1
51107,0
51108,0
51109,0
51110,1
51111,1
51112,0
51113,1
51114,0
51115,0
51116,1
51117,1
51118,1
51119,1
51120,1
51121,0
51122,0
51123,1
51124,1
51125,1
51126,0
51127,0
51128,1
51129,0
51130,1
51131,1
51132,0
51133,0
51134,0
51135,1
51136,0
51137,1
51138,0
51139,0
51140,1
51141,0
51142,1
51144,1
51145,1
51146,0
51147,0
51148,0
51149,1
51150,0
51151,1
51152,0
51153,0
51154,0
51155,0
51156,0
51157,0
51159,0
51160,1
51161,1
51162,1
51163,1
51164,1
51165,1
51166,1
51167,1
51168,1
51169,0
51170,0
51171,0
51172,0
51173,0
51174,1
51175,1
51176,0
51177,1
51178,1
51179,0
51180,1
51181,1
51182,1
51183,0
51184,1
51185,1
51186,0
51187,0
51188,0
51189,0
51190,0
51191,1
51192,1
51193,1
51194,0
51195,0
51196,1
51197,1
51198,0
51199,1
51200,0
51201,0
51202,0
51203,1
51204,0
51205,0
51206,0
51207,0
51208,1
51209,0
51210,1
51211,0
51212,0
51213,1
51214,0
51215,1
51216,1
51217,0
51218,0
51219,0
51220,1
51221,1
51222,1
51223,1
51224,1
51225,0
51226,0
51227,0
51228,1
51229,1
51230,0
51231,0
51232,1
51233,0
51234,0
51235,1
51237,1
51238,0
51239,1
51240,0
51241,0
51242,1
51243,1
51244,0
51245,1
51246,0
51247,1
51248,0
51249,1
51250,0
51251,1
51252,0
51253,0
51254,0
51255,1
51256,1
51257,1
51258,0
51259,0
51260,0
51261,1
51262,1
51263,1
51264,1
51265,0
51266,0
51267,0
51269,1
51270,0
51271,0
51272,0
51273,0
51274,0
51276,1
51277,0
51278,0
51279,1
51280,0
51281,0
51282,0
51283,1
51284,0
51285,1
51286,1
51287,1
51288,0
51289,1
51290,0
51291,0
51292,1
51293,0
51294,0
51295,1
51296,1
51297,1
51298,1
51299,0
51300,1
51301,0
51302,1
51303,1
51304,0
51305,1
51306,1
51307,1
51308,0
51309,0
51310,0
51311,1
51312,1
51313,1
51314,1
51315,1
51317,0
51318,1
51319,0
51320,1
51321,0
51322,0
51323,0
51324,1
51325,0
51326,1
51327,1
51328,0
51329,0
51330,1
51331,1
51332,1
51333,1
51334,1
51335,1
51336,0
51337,0
51338,0
51339,1
51340,1
51341,0
51342,0
51343,1
51344,0
51345,1
51346,1
51347,0
51348,1
51349,1
51350,1
51351,0
51352,0
51353,1
51354,1
51355,0
51356,0
51357,1
51358,1
51359,1
51360,1
51361,1
51362,1
51363,1
51364,1
51365,0
51366,0
51367,1
51368,0
51369,0
51370,1
51371,1
51372,1
51373,0
51374,1
51375,0
51376,0
51377,1
51378,0
51379,0
51380,1
51381,0
51382,0
51383,0
51384,1
51385,1
51386,0
51387,0
51388,1
51389,1
51390,1
51391,0
51392,0
51393,1
51394,0
51395,0
51396,0
51397,1
51399,1
51400,0
51401,1
51403,0
51404,1
51405,1
51406,0
51407,0
51408,0
51409,0
51410,0
51411,0
51412,1
51413,1
51414,0
51415,1
51416,1
51417,0
51418,1
51419,0
51420,1
51421,0
51422,1
51423,1
51424,1
51425,1
51426,0
51427,1
51428,0
51429,0
51430,0
51431,0
51432,1
51433,0
51434,0
51435,1
51436,1
51437,0
51438,0
51439,0
51440,1
51441,0
51442,1
51443,1
51444,1
51445,1
51446,1
51447,0
51448,0
51449,1
51450,1
51451,0
51452,1
51453,0
51454,0
51455,0
51456,1
51457,1
51458,1
51459,1
51460,1
51461,1
51462,0
51463,1
51464,1
51465,0
51466,0
51467,0
51468,0
51469,0
51470,1
51471,0
51472,1
51473,0
51474,0
51475,1
51476,1
51477,0
51478,1
51479,1
51480,1
51481,1
51482,0
51483,0
51484,0
51485,1
51486,0
51487,1
51488,0
51489,1
51490,0
51491,1
51492,0
51493,1
51494,1
51495,1
51496,1
51498,0
51499,1
51500,1
51501,1
51502,1
51503,1
51504,0
51505,1
51506,0
51507,1
51508,0
51509,0
51510,0
51511,1
51512,1
51513,1
51514,1
51515,1
51516,1
51517,0
51518,1
51519,0
51520,0
51521,0
51522,0
51523,1
51524,0
51525,1
51526,0
51527,1
51528,1
51529,1
51530,0
51531,1
51532,1
51533,0
51534,0
51535,1
51536,1
51537,0
51538,0
51539,1
51540,0
51541,1
51542,1
51543,1
51544,0
51545,0
51546,0
51547,0
51548,0
51549,0
51550,1
51551,0
51552,1
51553,1
51554,0
51555,0
51556,1
51557,0
51559,0
51560,0
51561,0
51562,0
51563,1
51564,0
51565,1
51566,1
51567,0
51568,0
51569,1
51570,1
51571,0
51572,0
51573,1
51574,0
51575,0
51576,1
51577,0
51578,0
51579,0
51580,1
51581,0
51582,0
51583,1
51584,0
51585,0
51586,0
51587,0
51588,1
51589,0
51591,0
51592,1
51593,1
51594,1
51595,1
51596,1
51597,0
51598,1
51599,0
51600,1
51601,1
51602,0
51603,0
51604,0
51605,1
51606,0
51607,1
51608,1
51609,1
51610,1
51611,1
51612,1
51613,1
51614,0
51615,1
51616,0
51617,1
51618,1
51619,0
51620,1
51621,1
51622,1
51623,1
51624,1
51625,1
51626,0
51627,1
51628,0
51629,1
51630,1
51631,0
51632,0
51633,0
51634,0
51635,1
51636,0
51637,1
51638,0
51639,0
51640,1
51641,0
51642,0
51643,0
51644,1
51645,0
51646,1
51647,1
51648,1
51649,0
51650,0
51651,1
51652,0
51653,0
51654,1
51655,0
51656,0
51657,0
51658,1
51659,1
51660,0
51661,0
51662,0
51663,1
51664,1
51665,1
51666,1
51667,0
51668,1
51669,0
51670,0
51671,0
51672,1
51673,0
51674,1
51675,0
51676,1
51677,1
51678,1
51679,1
51680,1
51681,1
51682,0
